record_id,country,iso3_code,region,income_group,year,quarter,quarter_label,industry_sector,sector_automation_risk_score,gdp_per_capita_usd,ai_adoption_index,pct_sector_workforce_displaced,pct_sector_workforce_new_roles_created,net_workforce_change_pct,ai_cited_layoff_announcements,ai_skill_wage_premium_pct,pct_workforce_female,pct_displaced_roles_female,reskilling_programs_count,govt_ai_policy_score_1_to_10,ai_tool_adoption_pct,data_source_notes
1,United States,USA,North America,High Income,2020,1,2020-Q1,Technology & Software,0.382,63514,0.83,0.0406,0.0348,-0.0058,32,0.311,0.28,0.275,52,6.4,0.28,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17228,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Media & Communications,0.55,1525,0.396,0.0145,0.0053,-0.0092,24,0.235,0.46,0.508,8,2.8,0.233,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17229,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Administrative & Clerical,0.806,1525,0.406,0.0217,0.0076,-0.0141,97,0.228,0.79,0.95,9,3.6,0.357,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17230,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,3,2021-Q3,Energy & Utilities,0.452,1525,0.421,0.0125,0.0044,-0.0081,10,0.243,0.26,0.293,8,4.0,0.217,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17231,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Technology & Software,0.396,1574,0.429,0.0167,0.0042,-0.0125,31,0.215,0.28,0.279,11,2.8,0.176,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17232,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Finance & Banking,0.635,1574,0.424,0.0169,0.0044,-0.0125,40,0.271,0.48,0.531,9,3.9,0.277,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17233,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Healthcare & Life Sciences,0.237,1574,0.408,0.0072,0.0021,-0.0051,7,0.238,0.72,0.795,9,3.1,0.105,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17234,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Manufacturing & Industry,0.74,1574,0.437,0.022,0.0094,-0.0126,34,0.258,0.29,0.3,8,3.9,0.367,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17235,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Retail & E-Commerce,0.706,1574,0.416,0.0201,0.0056,-0.0145,55,0.22,0.54,0.576,9,2.7,0.282,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17236,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Education & Research,0.298,1574,0.442,0.0085,0.0027,-0.0058,6,0.226,0.58,0.623,11,3.2,0.098,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17237,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Transportation & Logistics,0.671,1574,0.424,0.0226,0.0069,-0.0157,24,0.263,0.22,0.235,9,3.4,0.316,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17238,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Media & Communications,0.549,1574,0.434,0.0192,0.007,-0.0122,31,0.284,0.46,0.478,10,3.9,0.228,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17239,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Administrative & Clerical,0.779,1574,0.437,0.0309,0.0094,-0.0215,56,0.287,0.79,0.95,9,2.7,0.306,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17240,Cambodia,KHM,Southeast Asia,Lower Middle Income,2021,4,2021-Q4,Energy & Utilities,0.472,1574,0.423,0.0123,0.0045,-0.0078,21,0.243,0.26,0.272,8,3.0,0.194,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17241,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Technology & Software,0.37,1570,0.424,0.0129,0.005,-0.0079,20,0.258,0.28,0.271,9,3.4,0.187,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17242,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Finance & Banking,0.6,1570,0.436,0.0162,0.0047,-0.0115,46,0.234,0.48,0.481,10,4.0,0.267,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17243,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Healthcare & Life Sciences,0.228,1570,0.432,0.0076,0.0028,-0.0048,6,0.256,0.72,0.794,12,3.7,0.081,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17244,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Manufacturing & Industry,0.73,1570,0.458,0.025,0.0088,-0.0162,58,0.279,0.29,0.326,12,3.6,0.379,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17245,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Retail & E-Commerce,0.709,1570,0.447,0.0265,0.011,-0.0155,48,0.295,0.54,0.536,11,3.1,0.267,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17246,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Education & Research,0.316,1570,0.435,0.0096,0.0043,-0.0053,7,0.264,0.58,0.653,10,4.2,0.132,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17247,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Transportation & Logistics,0.686,1570,0.431,0.0209,0.0061,-0.0148,31,0.218,0.22,0.226,9,3.3,0.292,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17248,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Media & Communications,0.548,1570,0.46,0.0219,0.007,-0.0149,31,0.268,0.46,0.513,9,3.4,0.268,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17249,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Administrative & Clerical,0.783,1570,0.453,0.0353,0.0139,-0.0214,87,0.242,0.79,0.95,9,3.9,0.333,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17250,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,1,2022-Q1,Energy & Utilities,0.466,1570,0.432,0.0156,0.0062,-0.0094,15,0.269,0.26,0.293,9,3.7,0.182,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17251,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Technology & Software,0.386,1590,0.472,0.0179,0.0064,-0.0115,39,0.301,0.28,0.277,13,3.5,0.196,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17252,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Finance & Banking,0.594,1590,0.47,0.0239,0.0089,-0.015,42,0.284,0.48,0.471,10,3.8,0.259,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17253,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Healthcare & Life Sciences,0.202,1590,0.483,0.007,0.0032,-0.0038,6,0.243,0.72,0.775,10,3.4,0.112,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17254,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Manufacturing & Industry,0.753,1590,0.462,0.0247,0.0087,-0.016,56,0.303,0.29,0.289,12,3.9,0.349,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17255,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Retail & E-Commerce,0.67,1590,0.452,0.0242,0.0092,-0.015,57,0.295,0.54,0.55,12,3.8,0.296,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17256,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Education & Research,0.244,1590,0.471,0.0105,0.0027,-0.0078,8,0.329,0.58,0.571,10,4.1,0.123,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17257,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Transportation & Logistics,0.711,1590,0.454,0.0271,0.0071,-0.02,41,0.268,0.22,0.227,13,3.5,0.329,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17258,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Media & Communications,0.555,1590,0.477,0.0187,0.0063,-0.0124,52,0.258,0.46,0.486,12,3.5,0.309,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17259,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Administrative & Clerical,0.796,1590,0.489,0.0324,0.0126,-0.0198,157,0.308,0.79,0.95,9,4.1,0.453,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17260,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,2,2022-Q2,Energy & Utilities,0.51,1590,0.477,0.0141,0.0056,-0.0085,17,0.276,0.26,0.275,9,3.4,0.212,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17261,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Technology & Software,0.366,1583,0.499,0.0179,0.0052,-0.0127,32,0.313,0.28,0.272,11,3.1,0.156,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17262,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Finance & Banking,0.584,1583,0.471,0.0213,0.0093,-0.012,70,0.273,0.48,0.497,10,3.8,0.277,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17263,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Healthcare & Life Sciences,0.195,1583,0.496,0.0089,0.003,-0.0059,10,0.279,0.72,0.787,11,3.4,0.111,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17264,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Manufacturing & Industry,0.752,1583,0.493,0.0344,0.0139,-0.0205,94,0.261,0.29,0.309,13,3.2,0.389,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17265,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Retail & E-Commerce,0.702,1583,0.485,0.0315,0.0118,-0.0197,77,0.289,0.54,0.563,11,4.6,0.4,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17266,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Education & Research,0.321,1583,0.506,0.0114,0.0031,-0.0083,11,0.29,0.58,0.652,10,3.6,0.114,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17267,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Transportation & Logistics,0.697,1583,0.47,0.0236,0.0104,-0.0132,61,0.266,0.22,0.216,12,3.2,0.278,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17268,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Media & Communications,0.555,1583,0.473,0.0202,0.0084,-0.0118,36,0.249,0.46,0.492,13,3.1,0.275,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17269,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Administrative & Clerical,0.808,1583,0.503,0.0411,0.0157,-0.0254,84,0.386,0.79,0.95,13,2.8,0.36,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17270,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,3,2022-Q3,Energy & Utilities,0.441,1583,0.507,0.0188,0.0052,-0.0136,24,0.279,0.26,0.282,10,4.2,0.224,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17271,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,4,2022-Q4,Technology & Software,0.396,1595,0.526,0.0204,0.0087,-0.0117,49,0.351,0.28,0.301,9,2.6,0.163,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17272,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,4,2022-Q4,Finance & Banking,0.619,1595,0.498,0.0293,0.0085,-0.0208,58,0.277,0.48,0.498,10,3.7,0.307,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17273,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,4,2022-Q4,Healthcare & Life Sciences,0.214,1595,0.529,0.0109,0.0049,-0.006,10,0.259,0.72,0.723,10,3.8,0.095,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17274,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,4,2022-Q4,Manufacturing & Industry,0.764,1595,0.524,0.0287,0.0126,-0.0161,56,0.242,0.29,0.296,11,3.4,0.322,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17275,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,4,2022-Q4,Retail & E-Commerce,0.689,1595,0.517,0.0375,0.0159,-0.0216,49,0.251,0.54,0.538,12,4.1,0.365,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17276,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,4,2022-Q4,Education & Research,0.255,1595,0.511,0.0091,0.003,-0.0061,9,0.311,0.58,0.635,11,3.1,0.128,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
17277,Cambodia,KHM,Southeast Asia,Lower Middle Income,2022,4,2022-Q4,Transportation & Logistics,0.703,1595,0.497,0.0238,0.0107,-0.0131,50,0.263,0.22,0.233,10,4.0,0.342,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
